QKEY,INTERVIEW_START_W149,INTERVIEW_END_W149,DEVICE_TYPE_W149,SVYMODE_W149,LANG_W149,FORM_W149,X_KIDS1,X_KIDS2,SATIS_W149,POL1JB_W149,POL1JBSTR_W149,CAMPNII_W149,PRZCMPGN_W149,MATTERS_W149,VOTEGEN24_W149,VOTEGEN24_LEAN_W149,VOTEGEN2_TRUMP_W149,VOTEGEN2_BIDEN_W149,VOTEGEN2_KENNEDY_W149,VOTESTRONG_W149,VOTEGEN24_TWO_W149,SATISPRESCAND_W149,EMTPRESTRUMP_W149,EMTPRESBIDEN_W149,CMPGNTRAIT_PROUD_W149,CMPGNTRAIT_NEG_W149,CMPGNTRAIT_POLCY_W149,ELECT_CONF_A_W149,ELECT_CONF_B_W149,TRUMPISSUE1_W149,TRUMPISSUE2_W149,BIDENISSUE1_W149,BIDENISSUE2_W149,INSTFAV_CONG_W149,INSTFAV_COURT_W149,INSTFAV_REP_W149,INSTFAV_DEM_W149,DTCONF_FRGN_W149,DTCONF_SCT_W149,DTCONF_WRK_W149,DTCONF_ECON_W149,DTCONF_IMMI_W149,DTCONF_ABCN_W149,JBCONF_FRGN_W149,JBCONF_SCT_W149,JBCONF_WRK_W149,JBCONF_ECON_W149,JBCONF_IMMI_W149,JBCONF_ABCN_W149,TRUMPDESC_HNST_W149,TRUMPDESC_ORD_W149,TRUMPDESC_MNSHRP_W149,TRUMPDESC_MEAN_W149,TRUMPDESC_EMB_W149,BIDENDESC_HNST_W149,BIDENDESC_ORD_W149,BIDENDESC_MNSHRP_W149,BIDENDESC_MEAN_W149,BIDENDESC_EMB_W149,FREETRADEUS_W149,AGNCYFAV_FBI_W149,AGNCYFAV_CIA_W149,AGNCYFAV_CDC_W149,AGNCYFAV_SSA_W149,AGNCYFAV_FED_W149,AGNCYFAV_NPS_W149,AGNCYFAV_ED_W149,AGNCYFAV_TRANS_W149,AGNCYFAV_JSTCE_W149,AGNCYFAV_IRS_W149,AGNCYFAV_EPA_W149,AGNCYFAV_NASA_W149,AGNCYFAV_VA_W149,AGNCYFAV_USPS_W149,AGNCYFAV_HHS_W149,AGNCYFAV_HMLND_W149,BILLION_W149,COURTIDEO_W149,COURTPOWER_W149,SCOTUS_PRTSN_W149,SCOTUS_JOB_W149,JB_FP_CH_W149,JB_FP_ISHM_W149,JB_FP_ENR_W149,JB_FP_WRK_W149,JB_FP_NK_W149,JB_FP_IRN_W149,JB_FP_UKR_W149,DT_FP_CH_W149,DT_FP_ISHM_W149,DT_FP_ENR_W149,DT_FP_WRK_W149,DT_FP_NK_W149,DT_FP_IRN_W149,DT_FP_UKR_W149,UKRFOL_W149,UKR_SPRT_W149,RU_UKN_THRT2_W149,USUK_RESP_W149,UA_APPDIS_SANC_W149,UA_APPDIS_MIL_W149,UA_APPDIS_STRIK_W149,UA_CONC_WARRS_W149,UA_CONC_DFT_W149,UA_CONC_MREYR_W149,UA_CONC_INVD_W149,UA_PROG_W149,DEMCARE_W149,DEMEARN_W149,REPCARE_W149,REPEARN_W149,ISGZ_FOL_W149,BIDEN_FAVORISRPAL_W149,TRUMP_FAVORISRPAL_W149,PF_HAPPEN_MED_W149,PF_HAPPEN_HOU_W149,PF_HAPPEN_LOSE_W149,PF_HAPPEN_RAISE_W149,PF_HAPPEN_SAVE_W149,PF_HAPPEN_FOOD_W149,PF_HAPPEN_CHILD_W149,VOTE_MOTIV_W149,VOTEHOW_W149,RPLC_W149,LIVSTAN_W149,LIVSTAN2_W149,HORSE_W149,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSTR_FINAL,F_PARTYLNCLOSE_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W149
116591,03-Jul-2024 21:09:34,03-Jul-2024 21:34:36,1,1,9,2,2,2,2,1,2,3,,2,3,,,,2,2,1,,2,2,2,1,2,2,2,3,3,3,2,2,3,2,2,,,,,,,,,,,,,2,3,2,2,3,2,1,3,1,2,2,,,,,,,,,5,2,5,5,5,2,1,3,3,,3,1,,,,,,2,1,2,,,,,2,2,2,4,1,4,2,,,,5,5,5,5,6,3,3,3,3,5,4,4,1,2,2,2,99,2,2,4,99,4,3,,3,1,3,5,2,4,2,2,3,2,,1,1,1,1,1,12,,3,6,1,,2,,1,2,1,2,3,2,2,1,0.5577575011516932
117214,02-Jul-2024 18:51:58,02-Jul-2024 18:58:34,3,1,9,2,1,2,2,2,1,1,,1,2,,,1,,1,,,4,3,2,2,2,4,4,4,3,2,2,4,4,4,4,,,,,,,,,,,,,4,4,4,1,1,2,3,3,3,2,1,,,,,,,,,4,2,1,3,3,2,3,4,2,,1,2,4,,,,,1,2,2,,,,,4,4,4,2,2,2,1,,,,3,2,1,2,3,4,5,5,5,2,1,4,2,2,2,2,1,2,2,1,3,1,3,4,2,1,1,1,3,2,1,1,6,2,,1,1,1,1,1,10,,3,6,3,2,,5,2,4,1,3,5,1,2,1,0.42668068385390584
118060,06-Jul-2024  07:17:52,06-Jul-2024  07:29:35,3,1,9,2,2,2,2,2,1,2,,1,1,,1,,,1,,,2,4,1,2,2,2,1,2,3,4,3,2,2,2,4,,,,,,,,,,,,,2,1,1,2,3,2,2,4,2,1,2,,,,,,,,,1,2,2,2,3,3,1,2,1,,3,2,3,,,,,4,4,4,,,,,1,1,1,2,2,1,1,,,,2,2,3,1,2,3,2,2,3,2,4,3,1,2,2,2,2,2,2,1,2,4,3,,1,1,3,5,3,3,2,1,5,2,,1,1,1,1,1,2,2,2,5,1,,1,,1,1,1,3,2,3,2,2,1.0749518742973474
118110,03-Jul-2024 13:29:06,05-Jul-2024  09:36:39,3,1,9,1,2,1,2,2,2,,1,1,1,,1,,,2,,3,,,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,3,2,3,3,4,1,,,,,,,,,,,1,1,1,2,2,2,1,3,2,,,,,,,,,3,2,,2,3,2,2,2,2,,,,2,2,2,2,,,,4,3,2,1,1,1,1,,,,,6,2,3,3,3,5,4,4,2,2,2,2,2,2,2,1,1,3,6,5,1,1,2,3,1,3,2,3,2,2,,1,1,1,1,1,2,2,2,5,2,,2,,2,3,1,6,3,3,2,2,1.2609089429682143
118218,03-Jul-2024  02:19:14,03-Jul-2024  03:39:01,1,1,9,2,2,1,1,1,1,1,,1,2,,,1,,1,,,4,2,2,1,2,1,1,4,3,1,1,2,4,4,2,,,,,,,,,,,,,4,4,3,1,1,1,1,1,4,4,1,,,,,,,,,1,1,1,1,1,1,1,1,3,,1,2,4,,,,,1,1,1,,,,,4,4,4,1,3,4,1,,,,3,1,1,2,3,3,2,5,2,1,3,4,2,2,99,99,2,2,99,1,1,2,2,3,2,2,3,7,3,4,2,2,4,2,,1,1,1,1,1,1,1,1,4,3,2,,3,2,3,1,4,1,2,1,2,0.4374099790628105
121882,03-Jul-2024 11:36:33,03-Jul-2024 11:50:41,3,1,9,2,2,1,2,2,1,2,,1,1,,1,,,2,,,2,4,2,2,2,4,1,1,2,4,2,3,2,2,4,,,,,,,,,,,,,1,1,1,4,2,4,4,4,2,1,2,,,,,,,,,3,5,4,3,5,1,4,2,3,,3,2,3,,,,,4,4,4,,,,,1,1,1,4,1,3,2,,,,2,4,3,4,5,4,3,4,3,4,4,3,2,2,2,2,1,2,2,1,2,3,4,5,1,1,4,9,2,4,1,1,5,2,,1,1,1,1,1,12,,3,2,4,1,,4,1,1,1,7,1,2,1,2,0.559517222321716
126211,03-Jul-2024 13:47:00,03-Jul-2024 14:37:05,1,1,9,2,2,1,2,2,1,1,,1,1,,1,,,1,,,1,3,2,2,1,3,1,1,99,4,3,4,3,2,4,,,,,,,,,,,,,2,1,1,3,3,4,4,4,1,1,2,,,,,,,,,4,4,4,3,3,4,3,4,2,,3,2,2,,,,,4,4,4,,,,,1,1,1,1,1,2,2,,,,2,3,3,3,5,4,5,2,2,2,2,3,2,2,2,2,2,2,2,1,2,4,1,1,1,1,3,5,2,4,1,3,2,2,,1,1,1,1,1,1,1,1,1,4,1,,3,1,1,1,2,1,2,2,1,1.154924780101817
126570,03-Jul-2024 13:06:07,03-Jul-2024 13:17:24,1,1,9,2,2,2,2,2,2,1,,1,1,,1,,,1,,,1,3,2,1,2,3,2,2,2,4,3,4,2,2,4,,,,,,,,,,,,,2,1,1,4,2,4,4,4,2,1,1,,,,,,,,,3,2,4,2,4,2,2,4,3,,2,2,1,,,,,4,99,4,,,,,1,99,1,1,1,3,2,,,,1,4,1,1,3,5,2,3,3,1,2,4,1,2,2,2,2,2,2,1,1,3,4,,1,2,2,4,3,4,2,3,2,2,,1,1,1,1,1,1,1,1,5,1,,1,,1,1,1,2,2,4,2,2,0.8522264372131204
127160,03-Jul-2024 12:39:42,03-Jul-2024 12:47:57,4,1,9,2,1,1,2,2,1,4,,4,,1,,,,,,,99,3,2,99,2,3,2,3,2,4,3,4,2,99,4,,,,,,,,,,,,,2,3,2,3,3,4,4,4,3,1,1,,,,,,,,,3,4,3,3,2,1,3,3,3,,1,2,2,,,,,4,4,4,,,,,2,3,3,4,1,3,2,,,,2,5,5,5,5,5,5,4,4,3,1,4,2,2,2,2,2,2,2,,,,4,5,,1,3,6,3,2,2,1,6,2,,4,4,4,3,1,12,,3,2,4,1,,2,1,1,3,3,1,2,2,1,1.2198022305305896
127250,02-Jul-2024 21:51:13,02-Jul-2024 22:03:42,3,1,9,2,2,1,1,1,1,1,,1,2,,,1,,1,,,4,2,2,1,2,1,1,4,3,1,1,3,3,3,1,,,,,,,,,,,,,4,3,2,2,1,1,1,3,4,3,1,,,,,,,,,2,5,2,2,5,2,5,5,3,,1,2,3,,,,,1,1,1,,,,,4,3,4,2,3,4,1,,,,1,1,1,1,3,3,3,3,3,3,3,3,2,1,2,2,2,2,2,1,3,1,5,1,2,1,4,8,2,4,2,3,2,2,,1,1,1,1,5,5,,4,6,2,,1,,2,3,1,1,2,2,1,1,0.38673384357184243
127284,02-Jul-2024 18:32:51,02-Jul-2024 18:43:39,1,1,9,2,2,2,1,2,2,1,,1,2,,,1,,2,,,4,2,2,2,2,1,2,4,3,2,1,4,4,4,2,,,,,,,,,,,,,4,4,3,1,1,1,1,2,4,3,1,,,,,,,,,1,2,1,1,1,4,1,1,3,,1,2,4,,,,,1,2,1,,,,,4,4,4,1,2,1,1,,,,4,1,1,1,4,2,1,5,3,1,4,4,2,2,2,2,2,1,2,1,3,1,5,,2,1,4,9,2,3,2,2,3,2,,1,1,1,1,1,2,2,2,5,3,2,,2,2,3,1,2,2,2,2,1,0.8928634404795188
128558,03-Jul-2024 10:00:19,03-Jul-2024 10:13:53,3,1,9,2,2,2,2,2,1,2,,1,1,,1,,,2,,,2,4,2,1,2,2,1,2,2,4,2,2,2,2,4,,,,,,,,,,,,,2,2,1,2,3,3,2,4,3,2,99,,,,,,,,,2,2,3,5,5,2,2,2,3,,3,2,2,,,,,3,4,3,,,,,1,1,1,3,4,4,1,,,,3,3,3,1,3,3,4,3,3,3,2,4,2,2,2,99,1,2,2,2,2,1,2,,1,1,3,5,3,4,2,3,2,2,,1,1,1,1,1,1,2,1,5,1,,2,,1,1,1,6,2,3,2,2,1.1647650203602098
129046,03-Jul-2024 11:19:08,03-Jul-2024 11:35:55,3,1,9,1,2,2,2,2,1,,1,1,1,,1,,,1,,4,,,2,1,2,2,1,2,2,3,3,4,2,3,4,2,2,3,2,2,2,4,4,4,4,4,4,,,,,,,,,,,1,4,4,4,3,3,2,3,3,,,,,,,,,3,1,,1,,3,3,4,2,,,,2,2,2,2,,,,1,3,1,2,2,2,2,,,,,3,4,4,3,3,1,2,3,2,2,2,2,2,2,2,1,2,1,3,,1,1,4,8,2,4,1,1,5,2,,1,1,1,1,1,1,2,1,5,1,,2,,1,1,1,6,2,2,2,2,0.4678087444281763
132240,03-Jul-2024  09:53:22,03-Jul-2024 18:44:22,3,1,9,1,2,1,2,2,1,,1,1,1,,1,,,2,,2,,,2,99,2,3,1,1,2,4,3,2,1,2,4,1,1,2,1,1,2,3,3,4,4,4,4,,,,,,,,,,,99,2,2,3,2,5,1,4,3,,,,,,,,,3,2,,2,2,3,3,3,3,,,,1,1,2,2,,,,4,4,4,99,1,5,2,,,,,3,5,5,2,2,4,4,3,2,2,2,2,1,2,2,1,2,4,2,2,1,1,1,2,2,3,2,1,5,2,,1,1,1,1,1,1,1,1,2,1,,2,,1,1,1,99,2,2,1,99,0.5935453108739093
132246,02-Jul-2024 22:52:42,02-Jul-2024 23:04:42,3,1,9,1,2,1,2,2,1,,1,1,1,,1,,,1,,2,,,2,99,2,4,1,2,1,4,3,3,3,3,4,1,2,2,1,1,2,4,4,4,4,4,4,,,,,,,,,,,2,4,4,4,2,4,2,4,3,,,,,,,,,3,3,,2,4,4,4,4,4,,,,1,2,1,1,,,,1,1,2,2,1,4,1,,,,,4,5,5,4,3,5,2,3,2,2,2,2,2,2,2,1,1,4,2,4,1,1,3,5,2,4,1,2,3,2,,1,99,99,1,1,1,1,1,4,3,1,,4,1,1,1,9,2,2,2,2,0.561569389769332
132973,02-Jul-2024 18:52:21,02-Jul-2024 19:04:32,1,1,9,1,2,1,1,1,1,,1,1,2,,,1,,1,,2,,,2,1,2,1,1,4,3,2,1,2,3,1,2,3,4,4,3,3,4,1,1,1,1,1,1,,,,,,,,,,,1,3,2,2,2,2,2,2,2,,,,,,,,,3,1,,2,3,1,99,1,1,,,,4,4,4,4,,,,2,3,1,1,1,1,1,,,,,1,2,2,3,4,2,3,1,2,2,2,1,1,2,2,1,3,1,3,1,2,1,4,9,2,4,2,3,2,2,,4,1,1,4,1,12,,3,6,3,2,,3,2,3,1,5,3,1,2,2,0.662279906167645
133435,02-Jul-2024 22:33:43,02-Jul-2024 22:49:11,1,1,9,2,2,1,2,99,,2,,99,3,,,,2,99,99,,99,99,2,1,99,2,1,99,2,99,2,99,99,99,99,,,,,,,,,,,,,99,2,1,2,2,99,3,3,99,2,99,,,,,,,,,5,5,5,5,5,2,2,5,3,,1,2,5,,,,,3,3,3,,,,,2,2,2,4,4,4,99,,,,3,2,2,2,4,4,4,4,4,5,4,4,2,2,2,2,2,2,2,3,1,1,2,1,3,1,1,1,2,4,2,99,99,2,,1,1,1,1,5,2,99,2,2,3,99,,,9,9,1,2,1,4,1,2,1.510769466995368
133700,02-Jul-2024 21:40:26,02-Jul-2024 22:02:24,1,1,9,1,2,1,2,2,1,,1,1,1,,1,,,1,,3,,,2,1,2,3,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,4,4,4,4,4,4,,,,,,,,,,,99,2,5,2,2,2,2,3,2,,,,,,,,,1,2,,1,,4,4,4,4,,,,1,2,2,1,,,,3,3,1,1,2,2,2,,,,,4,3,4,2,2,3,2,3,2,2,2,2,2,1,2,2,1,3,1,2,1,1,1,2,2,4,2,3,2,2,,1,1,1,1,1,2,2,2,2,3,1,,3,1,2,1,2,3,2,2,1,0.9256594327406316
136015,03-Jul-2024  09:19:41,03-Jul-2024  09:36:48,3,1,9,2,2,1,2,2,1,1,,1,1,,1,,,1,,,1,4,2,1,1,3,3,2,2,4,3,4,2,2,4,,,,,,,,,,,,,2,1,2,3,99,4,4,4,1,1,2,,,,,,,,,3,2,2,1,1,2,3,2,1,,1,2,4,,,,,4,4,4,,,,,1,1,1,4,1,1,1,,,,1,1,1,1,4,5,5,1,2,3,4,1,2,2,2,99,1,2,2,1,3,3,1,1,1,1,2,3,2,4,2,1,5,2,,1,1,1,1,1,12,,3,6,1,,1,,1,1,1,9,2,2,2,2,0.6031346707805776
136411,06-Jul-2024 13:24:00,06-Jul-2024 13:35:38,3,1,9,1,2,2,2,2,1,,1,1,,,1,,,1,,1,,,1,1,1,4,1,1,1,4,3,3,1,3,4,1,1,1,1,1,1,4,4,4,4,4,4,,,,,,,,,,,2,4,4,4,4,4,2,4,4,,,,,,,,,2,2,,2,2,4,4,4,4,,,,1,1,1,1,,,,1,1,3,2,4,4,4,,,,,5,5,5,3,3,1,2,3,2,1,2,2,2,2,2,,,,1,,,1,3,5,2,3,1,1,5,2,,1,99,99,1,5,1,2,1,6,3,1,,4,1,2,3,1,3,2,2,2,0.8344750986135345
136999,02-Jul-2024 22:55:19,02-Jul-2024 23:04:17,1,1,9,2,2,1,1,2,1,1,,1,1,,1,,,1,,,1,4,2,1,2,4,3,2,2,4,3,3,2,2,4,,,,,,,,,,,,,1,1,1,3,4,3,4,4,3,1,1,,,,,,,,,2,4,3,2,2,4,3,3,3,,3,1,,,,,,4,4,4,,,,,1,1,1,3,2,4,1,,,,1,1,1,1,6,5,5,1,1,1,2,3,2,2,2,2,1,2,2,1,1,3,1,2,1,1,1,2,1,4,2,2,3,2,,1,1,1,1,1,5,,4,4,1,,1,,1,1,1,9,2,1,2,3,0.3307023455455251
138284,03-Jul-2024  08:14:35,03-Jul-2024  08:24:39,3,1,9,2,2,1,2,2,2,2,,1,4,4,,,,,99,,4,2,2,1,2,2,2,4,3,3,2,4,4,4,4,,,,,,,,,,,,,4,4,2,1,1,3,4,4,3,2,99,,,,,,,,,5,5,3,5,3,4,3,2,2,,1,2,4,,,,,4,4,4,,,,,4,4,4,4,4,1,1,,,,3,2,2,2,4,5,1,5,5,5,4,4,2,2,2,2,2,2,2,4,2,1,2,5,4,2,2,4,3,4,2,1,5,2,,1,1,1,1,3,1,2,1,2,4,99,,,9,9,1,3,3,2,1,2,0.6074623302733744
139467,02-Jul-2024 22:54:24,02-Jul-2024 23:15:28,4,1,9,1,2,2,2,2,2,,2,2,4,1,,,,,,3,,,2,1,2,3,2,2,2,4,3,3,2,2,4,2,2,2,2,2,2,3,3,3,99,4,4,,,,,,,,,,,1,3,5,3,2,3,2,3,5,,,,,,,,,3,2,,2,2,3,3,2,2,,,,2,99,2,2,,,,3,3,2,2,1,2,2,,,,,4,4,4,3,4,3,4,3,2,2,2,2,1,2,2,3,1,1,4,,1,1,2,4,3,4,2,2,4,2,,1,1,1,1,5,2,2,2,2,3,99,,,9,9,1,2,2,2,1,2,0.7599036729791117
139905,02-Jul-2024 23:48:26,04-Jul-2024 16:24:54,1,1,9,2,2,2,2,1,1,2,,1,2,,,1,,1,,,4,2,2,1,1,2,2,4,3,1,1,3,4,4,2,,,,,,,,,,,,,4,4,3,1,1,1,1,99,4,3,1,,,,,,,,,1,2,1,2,2,3,2,2,3,,1,2,4,,,,,2,2,99,,,,,4,4,99,2,3,2,1,,,,3,2,2,2,3,2,3,4,4,3,1,1,2,2,2,2,2,2,2,1,2,1,1,,2,1,1,1,2,4,2,1,6,2,,1,1,1,1,5,1,2,1,4,2,,1,,2,4,1,5,4,2,1,2,0.3645177598206695
141442,02-Jul-2024 21:40:31,02-Jul-2024 21:55:12,1,1,9,2,2,2,2,2,1,1,,1,1,,1,,,1,,,1,4,2,2,2,3,1,2,2,4,3,3,2,2,4,,,,,,,,,,,,,2,1,1,3,2,4,4,4,1,1,2,,,,,,,,,4,3,4,2,3,2,4,4,1,,3,2,3,,,,,4,99,4,,,,,1,99,1,3,1,3,2,,,,4,4,2,4,4,5,5,2,4,3,99,3,2,2,2,2,1,2,2,1,1,4,1,,1,1,3,5,2,4,1,1,5,2,,1,1,1,1,1,1,2,1,5,3,1,,3,1,1,1,9,2,2,2,2,0.5278722844314115
142398,02-Jul-2024 20:20:43,03-Jul-2024 14:59:05,1,1,9,2,2,1,2,1,2,2,,1,2,,,1,,2,,,3,2,2,1,1,2,3,4,3,1,1,4,4,4,2,,,,,,,,,,,,,4,4,3,1,1,1,2,3,4,3,1,,,,,,,,,2,2,2,2,3,2,2,3,3,,3,2,4,,,,,2,2,2,,,,,4,4,4,3,2,1,1,,,,4,1,2,1,4,3,4,5,3,2,3,1,2,2,2,2,1,2,2,1,3,1,2,5,2,1,1,2,1,3,2,1,6,2,,1,1,1,1,5,5,,4,3,2,,1,,2,4,1,9,4,1,2,3,0.37794026744803516
143915,03-Jul-2024  06:42:28,03-Jul-2024  07:10:58,3,1,9,1,2,1,2,2,1,,1,1,1,,1,,,1,,1,,,2,1,2,2,1,1,1,3,3,2,2,1,4,1,1,2,1,2,2,3,3,3,4,2,3,,,,,,,,,,,2,2,5,2,2,2,2,2,2,,,,,,,,,3,2,,2,2,3,3,3,3,,,,1,1,1,1,,,,3,4,4,1,1,2,1,,,,,3,4,2,2,1,4,4,3,99,2,2,2,2,1,99,1,1,4,6,5,1,2,1,2,1,4,1,3,2,2,,1,1,1,1,5,1,1,1,2,1,,1,,1,1,1,1,1,3,2,1,1.2258513384501282
144736,02-Jul-2024 19:43:26,02-Jul-2024 19:50:32,1,1,9,1,2,1,2,1,1,,1,1,2,,,1,,1,,3,,,2,1,2,3,3,4,3,2,1,3,4,4,2,4,4,4,4,4,4,2,1,2,1,2,1,,,,,,,,,,,1,2,5,2,5,2,2,2,2,,,,,,,,,2,1,,2,4,2,2,2,1,,,,4,4,4,4,,,,3,3,1,1,1,2,2,,,,,3,2,4,4,4,3,3,1,2,2,2,1,1,2,2,1,1,1,3,3,2,1,1,1,2,3,2,1,6,2,,1,1,1,1,1,10,,3,5,2,,1,,2,4,1,9,4,2,2,2,0.6335345707064489
145364,03-Jul-2024  08:28:06,03-Jul-2024  08:35:43,3,1,9,1,2,1,1,2,1,,1,1,1,,1,,,1,,3,,,2,2,2,2,1,2,2,3,2,2,1,2,1,2,1,2,1,2,2,3,3,4,3,4,3,,,,,,,,,,,1,3,3,2,3,3,2,3,3,,,,,,,,,1,1,,2,2,3,3,4,2,,,,2,2,2,2,,,,2,3,2,1,2,2,2,,,,,3,4,4,2,3,2,2,3,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,2,3,3,1,3,2,2,,1,1,1,1,1,2,2,2,3,1,,1,,1,1,1,9,2,2,2,3,1.813381140838738
145447,05-Jul-2024 11:59:52,05-Jul-2024 12:12:03,3,1,9,1,2,1,2,1,2,,1,1,2,,,1,,2,,4,,,2,1,2,1,2,4,3,2,2,4,4,4,2,4,4,4,4,4,4,2,2,3,2,2,1,,,,,,,,,,,1,2,5,1,1,1,2,3,5,,,,,,,,,3,1,,2,4,2,2,2,1,,,,3,3,4,4,,,,1,2,1,1,1,1,2,,,,,3,5,5,5,5,1,4,4,2,2,2,2,1,2,2,1,1,1,2,2,2,1,3,6,2,4,2,1,6,2,,1,1,1,1,1,1,1,1,4,3,2,,4,2,3,1,9,3,2,2,3,0.6526554448861563
145887,02-Jul-2024 18:32:21,02-Jul-2024 18:49:47,3,1,9,1,2,2,2,2,1,,1,1,1,,1,,,1,,2,,,2,2,2,1,2,1,1,4,3,2,1,1,4,1,1,1,1,1,1,4,4,4,4,4,4,,,,,,,,,,,99,2,3,3,2,3,1,4,2,,,,,,,,,3,1,,2,2,99,4,4,3,,,,1,1,1,1,,,,3,4,4,99,1,3,3,,,,,4,5,5,3,4,3,2,3,2,2,2,1,1,2,2,2,1,4,3,,1,1,4,9,2,4,2,99,99,2,,1,1,1,1,99,2,2,2,4,1,,1,,1,2,1,6,3,3,2,2,1.8963733486482408
146434,02-Jul-2024 18:32:14,02-Jul-2024 19:26:53,3,1,9,1,2,1,2,2,1,,4,1,1,,1,,,1,,1,,,2,1,2,2,1,1,2,4,3,3,2,2,4,1,1,2,1,1,1,4,4,4,4,4,4,,,,,,,,,,,2,4,4,4,4,5,2,4,5,,,,,,,,,3,2,,2,2,4,4,4,4,,,,1,1,1,1,,,,4,1,4,2,5,4,3,,,,,3,5,4,2,2,4,2,3,2,2,2,2,2,2,2,1,1,4,6,5,1,2,3,7,3,4,2,3,1,2,,1,1,1,1,1,2,1,2,5,1,,2,,1,1,1,5,2,2,2,2,1.2075315881168869
149866,02-Jul-2024 20:18:47,02-Jul-2024 20:32:48,1,1,9,1,2,1,2,2,1,,1,1,1,,1,,,1,,2,,,2,2,2,3,3,2,2,4,3,3,3,2,3,2,2,2,2,2,2,4,4,4,4,4,4,,,,,,,,,,,99,3,5,4,3,3,5,3,4,,,,,,,,,3,2,,2,3,4,4,4,4,,,,2,2,2,2,,,,4,1,4,2,5,4,4,,,,,6,3,4,3,3,5,4,4,1,2,2,2,2,1,2,1,1,3,4,2,1,2,1,1,3,4,2,3,2,2,,99,1,1,99,2,2,99,2,6,1,,1,,1,1,1,1,2,1,2,2,0.43792682414990053
151130,02-Jul-2024 20:29:09,02-Jul-2024 20:39:24,3,1,9,1,2,1,1,1,2,,4,2,3,,,,2,2,2,3,,,2,1,2,3,3,4,3,3,2,3,3,3,3,4,3,4,4,2,3,2,3,3,3,3,3,,,,,,,,,,,1,2,5,2,3,2,5,3,2,,,,,,,,,3,1,,2,3,3,2,3,2,,,,3,2,4,4,,,,4,2,2,1,2,2,2,,,,,4,5,4,5,5,3,3,3,2,2,1,2,2,1,2,3,2,1,2,2,3,1,3,5,3,4,2,1,6,2,,1,2,2,1,3,1,2,1,2,3,99,,,9,9,1,6,3,1,1,2,0.5887575595945103
152324,05-Jul-2024 11:21:44,05-Jul-2024 11:29:23,1,1,9,1,2,1,2,1,2,,1,1,2,,,1,,2,,4,,,2,1,1,2,2,4,3,2,1,3,4,4,2,4,4,4,4,4,4,2,2,2,2,2,2,,,,,,,,,,,1,1,1,1,1,1,1,2,1,,,,,,,,,3,1,,2,4,2,2,2,2,,,,4,4,4,4,,,,1,2,1,1,1,1,1,,,,,3,3,4,5,5,3,4,4,1,2,2,2,2,2,2,1,1,1,2,4,2,1,1,1,2,4,2,1,6,2,,1,1,1,1,1,2,2,2,4,3,2,,3,2,3,1,9,3,1,2,3,0.5413357926870999
152957,02-Jul-2024 21:02:14,02-Jul-2024 21:25:39,3,2,9,1,2,2,2,1,1,,2,4,2,,,1,,1,,2,,,1,2,2,1,1,4,3,2,1,2,2,4,1,4,4,4,4,4,4,2,2,2,2,2,1,,,,,,,,,,,2,5,2,2,2,2,5,2,5,,,,,,,,,1,2,,2,5,2,2,2,2,,,,4,4,4,4,,,,5,4,2,1,4,5,4,,,,,6,1,1,4,3,5,4,4,2,2,2,2,1,2,2,1,1,2,1,,2,2,3,6,99,4,2,3,1,2,,1,1,1,1,1,2,1,2,5,2,,1,,2,3,1,1,3,2,2,1,1.1637702054807022
154578,03-Jul-2024 10:20:07,03-Jul-2024 10:35:03,1,1,9,2,2,2,2,2,1,2,,1,1,,1,,,1,,,2,4,2,2,2,2,1,1,1,4,3,3,3,2,4,,,,,,,,,,,,,1,1,1,3,2,4,4,4,3,4,2,,,,,,,,,3,4,4,5,5,3,4,4,3,,3,2,5,,,,,4,4,4,,,,,1,1,1,4,4,4,2,,,,3,4,4,3,6,4,5,1,1,5,4,3,1,2,2,2,2,2,2,1,1,3,5,,1,1,4,9,2,3,2,3,2,1,1,1,1,3,1,5,1,2,1,5,1,,1,,1,1,1,1,2,4,2,1,1.553209461649796
155606,03-Jul-2024 11:59:06,03-Jul-2024 12:23:38,3,1,9,2,2,1,1,1,2,4,,2,,1,,,,,,,2,3,2,2,2,2,2,2,2,3,2,2,1,2,3,,,,,,,,,,,,,3,3,3,2,2,3,3,4,2,1,1,,,,,,,,,2,1,2,1,1,3,2,2,3,,3,2,1,,,,,3,3,3,,,,,2,2,2,4,2,2,1,,,,4,2,2,2,3,3,4,4,2,4,4,4,2,2,2,2,1,2,2,,,,2,3,,1,3,5,1,4,1,1,5,2,,1,1,1,1,1,1,2,1,5,1,,2,,1,1,3,6,2,2,2,2,0.6926770493913571
